DEPADM;DepBol;NomeDepBol;codRMet;codmun;mun;SERIE_ANO;cod_per;periodo;co_comp;ds_comp;medprof
1;1;Rede Estadual;4;332;GUARATINGUETA;EM-3ª série;3;NOITE;2;MATEMÁTICA;273,6
1;1;Rede Estadual;4;350;IGARATA;9º Ano EF;2;TARDE;2;MATEMÁTICA;276,2
1;1;Rede Estadual;4;350;IGARATA;EM-3ª série;1;MANHA;2;MATEMÁTICA;284,3
1;1;Rede Estadual;4;350;IGARATA;EM-3ª série;3;NOITE;2;MATEMÁTICA;288,2
1;1;Rede Estadual;4;352;ILHABELA;EM-3ª série;1;MANHA;2;MATEMÁTICA;272,6
1;1;Rede Estadual;4;352;ILHABELA;EM-3ª série;3;NOITE;2;MATEMÁTICA;261,7
1;1;Rede Estadual;4;392;JACAREI;3º Ano EF;2;TARDE;2;MATEMÁTICA;209,5
1;1;Rede Estadual;4;392;JACAREI;5º Ano EF;2;TARDE;2;MATEMÁTICA;208,2
1;1;Rede Estadual;4;392;JACAREI;9º Ano EF;1;MANHA;2;MATEMÁTICA;253,7
1;1;Rede Estadual;4;392;JACAREI;9º Ano EF;2;TARDE;2;MATEMÁTICA;266,3
1;1;Rede Estadual;4;392;JACAREI;EM-3ª série;1;MANHA;2;MATEMÁTICA;286,1
1;1;Rede Estadual;4;392;JACAREI;EM-3ª série;2;TARDE;2;MATEMÁTICA;261,2
1;1;Rede Estadual;4;392;JACAREI;EM-3ª série;3;NOITE;2;MATEMÁTICA;271,4
1;1;Rede Estadual;4;397;JAMBEIRO;EM-3ª série;1;MANHA;2;MATEMÁTICA;287,3
1;1;Rede Estadual;4;397;JAMBEIRO;EM-3ª série;3;NOITE;2;MATEMÁTICA;284
1;1;Rede Estadual;4;411;LAGOINHA;9º Ano EF;1;MANHA;2;MATEMÁTICA;294,8
1;1;Rede Estadual;4;411;LAGOINHA;9º Ano EF;2;TARDE;2;MATEMÁTICA;252,1
